Sl. No.,Constituency,MP Name,MP Name (Hindi),Initial Party,Date,New Party,State
531,Anantnag,Hasnain Masoodi,हसनैन मसूदी,Jammu & Kashmir National Conference,,,Jammu and Kashmir
532,Udhampur,Jitendra Singh,जितेन्द्र सिंह,Bharatiya Janata Party,,,Jammu and Kashmir
533,Jammu,Jugal Kishore Sharma,जुगल किशोर शर्मा,Bharatiya Janata Party,,,Jammu and Kashmir
534,Ladakh,Jamyang Tsering Namgyal,जमयांग सेरिंग नामग्याल,Bharatiya Janata Party,,,Ladakh
535,Lakshadweep,Mohammed Faizal Padippura,मोहम्मद फैज़ल पादीप्पुरा,Nationalist Congress Party (Sharadchandra Pawar),,,Lakshadweep
536,Chandni Chowk,Harsh Vardhan,हर्षवर्धन,Bharatiya Janata Party,,,NCT of Delhi
537,North East Delhi,Manoj Tiwari,मनोज तिवारी,Bharatiya Janata Party,,,NCT of Delhi
538,East Delhi,Gautam Gambhir,गौतम गंभीर,Bharatiya Janata Party,,,NCT of Delhi
539,New Delhi,Meenakshi Lekhi,मीनाक्षी लेखी,Bharatiya Janata Party,,,NCT of Delhi
540,North West Delhi (SC),Hans Raj Hans,हंसराज हंस,Bharatiya Janata Party,,,NCT of Delhi
541,West Delhi,Parvesh Verma,परवेश वर्मा,Bharatiya Janata Party,,,NCT of Delhi
542,South Delhi,Ramesh Bidhuri,रमेश बिधूड़ी,Bharatiya Janata Party,,,NCT of Delhi
543,Puducherry,V. Vaithilingam,वी. वैथिलिंगम,Indian National Congress,,,Puducherry
