Sl. No.,Constituency,MP Name,MP Name (Hindi),Initial Party,Date,New Party,State
253,Buldhana,Prataprao Ganpatrao Jadhav,प्रतापराव गणपतराव जाधव,Shiv Sena,,,Maharashtra
254,Akola,Sanjay Shamrao Dhotre,संजय शामराव धोत्रे,Bharatiya Janata Party,,,Maharashtra
255,Amravati,Anandrao Vithoba Adsul,आनंदराव विठोबा अडसुल,Shiv Sena,,,Maharashtra
256,Wardha,Datta Meghe,मेघे दत्ता,Indian National Congress,,,Maharashtra
257,Ramtek,Mukul Wasnik,मुकुल वासनिक,Indian National Congress,,,Maharashtra
258,Nagpur,Vilas Muttemwar,विलासराव बाबुजीराव मुत्तेमवार,Indian National Congress,,,Maharashtra
259,Bhandara–Gondiya,Praful Patel,प्रफुल्ल पटेल,Nationalist Congress Party,,,Maharashtra
260,Gadchiroli–Chimur,Marotrao Kowase,मारोतराव सैनूजी कोवासे,Indian National Congress,,,Maharashtra
261,Chandrapur,Hansraj Gangaram Ahir,हंसराव गंगाराम अहीर,Bharatiya Janata Party,,,Maharashtra
262,Yavatmal–Washim,Bhavana Gawali,भावना पुंडलिकराव गवली,Shiv Sena,,,Maharashtra
263,Hingoli,Subhash Bapurao Wankhede,सुभाष बापूराव वानखेड़े,Shiv Sena,,,Maharashtra
264,Nanded,Bhaskarrao Bapurao Khatgaonkar Patil,भास्करराव बापूराव खटगावकर,Indian National Congress,,,Maharashtra
265,Parbhani,Ganeshrao Nagorao Dudhgaonkar,गणेशराव नागरव दूधगावकर,Shiv Sena,,,Maharashtra
266,Jalna,Raosaheb Danve,रावसाहेब दादाराव दानवे,Bharatiya Janata Party,,,Maharashtra
267,Aurangabad,Chandrakant Khaire,चन्द्रकान्त खरे,Shiv Sena,,,Maharashtra
268,Dindori,Harischandra Devram Chavan,हरिश्चंद्र देवराम चव्हाण,Bharatiya Janata Party,,,Maharashtra
269,Nashik,Sameer Bhujbal,समीर भुजबल,Nationalist Congress Party,,,Maharashtra
270,Palghar,Baliram Sukur Jadhav,बलिराम सुकुर जाधव,Bahujan Vikas Aaghadi,,,Maharashtra
271,Bhiwandi,Suresh Kashinath Taware,सुरेश काशीनाथ तावरे,Indian National Congress,,,Maharashtra
272,Kalyan,Anand Paranjpe,आनन्द प्रकाश परांजपे,Shiv Sena,,,Maharashtra
273,Thane,Sanjeev Naik,संजीव गणेश नाइक,Nationalist Congress Party,,,Maharashtra
274,Mumbai North,Sanjay Nirupam,संजय निरुपम,Indian National Congress,,,Maharashtra
275,Mumbai North West,Gurudas Kamat,गुरुदास कामत,Indian National Congress,,,Maharashtra
276,Mumbai North East,Sanjay Dina Patil,संजय दीना पाटिल,Nationalist Congress Party,,,Maharashtra
277,Mumbai North Central,Priya Dutt,प्रिया दत्त,Indian National Congress,,,Maharashtra
278,Mumbai South Central,Eknath Gaikwad,एकनाथ गायकवाड़,Indian National Congress,,,Maharashtra
279,Mumbai South,Milind Deora,मिलिंद देवड़ा,Indian National Congress,,,Maharashtra
280,Raigad,Anant Geete,अनन्त गीते,Shiv Sena,,,Maharashtra
281,Maval,Gajanan Dharmshi Babar,गजानन धर्मशी बाबर,Shiv Sena,,,Maharashtra
282,Pune,Suresh Kalmadi,सुरेश कलमाड़ी,Indian National Congress,,,Maharashtra
283,Baramati,Supriya Sule,सुप्रिया सुले,Nationalist Congress Party,,,Maharashtra
284,Shirur,Shivajirao Adhalarao Patil,अधलराव शिवाजी दत्तात्रेय,Shiv Sena,,,Maharashtra
285,Ahmednagar,Dilipkumar Gandhi,दिलीपकुमार मनसुखलाल गांधी,Bharatiya Janata Party,,,Maharashtra
286,Shirdi,Bhausaheb Rajaram Wakchaure,भाउसाहेब राजाराम वाकचुरे,Shiv Sena,,,Maharashtra
287,Beed,Gopinath Munde,गोपीनाथ मुंडे,Bharatiya Janata Party,,,Maharashtra
288,Osmanabad,Padamsinh Bajirao Patil,पद्मसिन्हा बाजीराव पाटिल,Nationalist Congress Party,,,Maharashtra
289,Latur,Jaywantrao Awale,जयवंत गंगाराम अवाले,Indian National Congress,,,Maharashtra
290,Solapur,Sushilkumar Shinde,सुशील कुमार शिंदे,Indian National Congress,,,Maharashtra
291,Madha,Sharad Pawar,शरद पवार,Nationalist Congress Party,,,Maharashtra
292,Sangli,Pratik Prakashbapu Patil,प्रतीक प्रकाशबापू पाटिल,Indian National Congress,,,Maharashtra
293,Satara,Udayanraje Bhosale,उदयनराजे भोसले,Nationalist Congress Party,,,Maharashtra
294,Ratnagiri–Sindhudurg,Nilesh Narayan Rane,निलेश नारायण राणे,Indian National Congress,,,Maharashtra
295,Kolhapur,Sadashivrao Dadoba Mandlik,सदाशिवराव दडोबा मंडलिक,Independent,,,Maharashtra
296,Hatkanangle,Raju Shetti,राजू शेट्टी,Swabhimani Paksha,,,Maharashtra
297,Inner Manipur,Thokchom Meinya,थोकचोम मैन्या,Indian National Congress,,,Manipur
298,Outer Manipur,Thangso Baite,थांगसो बैटे,Indian National Congress,,,Manipur
299,Shillong,Vincent Pala,विन्सेंट एच पाला,Indian National Congress,,,Meghalaya
300,Tura,Agatha K Sangma,अगाथा के संगमा,Nationalist Congress Party,,,Meghalaya
301,Mizoram,C. L. Ruala,सी एल रुआला,Indian National Congress,,,Mizoram
302,Nagaland,C. M. Chang,सी एम चांग,Naga People's Front,,,Nagaland
303,Bargarh,Sanjay Bhoi,संजय भोई,Indian National Congress,,,Odisha
304,Sundargarh,Hemanand Biswal,हेमानंद बिस्वाल,Indian National Congress,,,Odisha
305,Sambalpur,Amarnath Pradhan,अमरनाथ प्रधान,Indian National Congress,,,Odisha
306,Keonjhar,Yashbant Narayan Singh Laguri,यशवंत नारयण सिंह लगुरी,Biju Janata Dal,,,Odisha
307,Mayurbhanj,Laxman Tudu,लक्षमन टुडू,Biju Janata Dal,,,Odisha
308,Balasore,Srikant Kumar Jena,श्रीकांत कुमार जेना,Indian National Congress,,,Odisha
309,Bhadrak,Arjun Charan Sethi,अर्जुन चरण सेठी,Biju Janata Dal,,,Odisha
310,Jajpur,Mohan Jena,मोहन जेना,Biju Janata Dal,,,Odisha
311,Dhenkanal,Tathagata Satpathy,तथागत सत्पथी,Biju Janata Dal,,,Odisha
312,Bolangir,Kalikesh Narayan Singh Deo,कलिकेश सिंह देव,Biju Janata Dal,,,Odisha
313,Kalahandi,Bhakta Charan Das,भक्त चरण दास,Indian National Congress,,,Odisha
314,Nabarangpur,Pradeep Kumar Majhi,प्रदीप कुमार मांझी,Indian National Congress,,,Odisha
315,Kandhamal,Rudramadhab Ray,रूद्रमाधव राय,Biju Janata Dal,,,Odisha
316,Cuttack,Bhartruhari Mahtab,भर्तुहरी महताब,Biju Janata Dal,,,Odisha
317,Kendrapara,Baijayant Panda,बैजयंत पांडा,Biju Janata Dal,,,Odisha
318,Jagatsinghpur,Bibhu Prasad Tarai,बिभु प्रसाद तराई,Communist Party of India,,,Odisha
319,Puri,Pinaki Misra,पिनाकी मिश्र,Biju Janata Dal,,,Odisha
320,Bhubaneswar,Prasanna Kumar Patasani,प्रसन्न कुमार पटसानी,Biju Janata Dal,,,Odisha
321,Aska,Nityananda Pradhan,नित्यानंद प्रधान,Biju Janata Dal,,,Odisha
322,Berhampur,Siddhanta Mahapatra,सिद्धांत महापात्रा,Biju Janata Dal,,,Odisha
323,Koraput,Jayaram Pangi,जयराम पांगी,Biju Janata Dal,,,Odisha
324,Gurdaspur,Partap Singh Bajwa,प्रताप सिंह बाजवा,Indian National Congress,,,Punjab
325,Amritsar,Navjot Singh Sidhu,नवजोत सिंह सिद्धू,Bharatiya Janata Party,,,Punjab
326,Khadoor Sahib,Rattan Singh Ajnala,रतन सिंह अजनाला,Shiromani Akali Dal,,,Punjab
327,Jalandhar,Mohinder Singh Kaypee,मोहिंदर सिंह केपी,Indian National Congress,,,Punjab
328,Hoshiarpur,Santosh Chowdhary,संतोष चौधरी,Indian National Congress,,,Punjab
329,Anandpur Sahib,Ravneet Singh,रवनीत सिंह,Indian National Congress,,,Punjab
330,Ludhiana,Manish Tewari,मनीष तिवारी,Indian National Congress,,,Punjab
331,Fatehgarh Sahib,Sukhdev Singh Libra,सुखदेव सिंह,Indian National Congress,,,Punjab
332,Faridkot,Paramjit Kaur Gulshan,परमजीत कौर गुलशन,Shiromani Akali Dal,,,Punjab
333,Ferozepur,Sher Singh Ghubaya,शेर सिंह गुबाया,Shiromani Akali Dal,,,Punjab
334,Bathinda,Harsimrat Kaur Badal,हरसिमरत कौर बादल,Shiromani Akali Dal,,,Punjab
335,Sangrur,Vijay Inder Singla,विजय इन्दर सिंगला,Indian National Congress,,,Punjab
336,Patiala,Preneet Kaur,परनीत कौर,Indian National Congress,,,Punjab
337,Ganganagar,Bharat Ram Meghwal,भरत सिंह मेघवाल,Indian National Congress,,,Rajasthan
338,Bikaner,Arjun Ram Meghwal,अर्जुन राम मेघवाल,Bharatiya Janata Party,,,Rajasthan
339,Churu,Ram Singh Kaswan,रामसिंह कासवान,Bharatiya Janata Party,,,Rajasthan
340,Jhunjhunu,Sis Ram Ola,शीशराम ओला,Indian National Congress,,,Rajasthan
341,Sikar,Mahadeo Singh Khandela,महादेव सिंह,Indian National Congress,,,Rajasthan
342,Jaipur Rural,Lal Chand Kataria,लाल चंद कटारिया,Indian National Congress,,,Rajasthan
343,Jaipur,Mahesh Joshi,महेश जोशी,Indian National Congress,,,Rajasthan
344,Alwar,Jitendra Singh,जितेंद्र सिंह,Indian National Congress,,,Rajasthan
345,Bharatpur,Ratan Singh,रतन सिंह,Indian National Congress,,,Rajasthan
346,Karauli–Dholpur,Khiladi Lal Bairwa,खिलाड़ी लाल बैरवा,Indian National Congress,,,Rajasthan
347,Dausa,Kirodi Lal Meena,किरोड़ी लाल,Independent,,,Rajasthan
348,Tonk–Sawai Madhopur,Namo Narain Meena,नमो नारायण मीणा,Indian National Congress,,,Rajasthan
349,,Sachin Pilot,सचिन पायलट,Indian National Congress,,,Rajasthan
350,Nagaur,Jyoti Mirdha,डॉ॰ ज्योति मिर्धा,Indian National Congress,,,Rajasthan
351,Pali,Badri Ram Jakhar,बद्रीराम जाखड़,Indian National Congress,,,Rajasthan
352,Jodhpur,Chandresh Kumari,चंद्रेश कुमारी,Indian National Congress,,,Rajasthan
353,Barmer,Harish Chaudhary,हरीश चौधरी,Indian National Congress,,,Rajasthan
354,Jalore,Devji Patel,देवजी पटेल,Bharatiya Janata Party,,,Rajasthan
355,Udaipur,Raghuvir Meena,रघुवीर सिंह मीणा,Indian National Congress,,,Rajasthan
356,Banswara,Tarachand Bhagora,ताराचंद भगोरा,Indian National Congress,,,Rajasthan
357,Chittorgarh,Girija Vyas,डॉ॰ गिरिजा व्यास,Indian National Congress,,,Rajasthan
358,Rajsamand,Gopal Singh Shekhawat,गोपाल सिंह,Indian National Congress,,,Rajasthan
359,Bhilwara,C. P. Joshi,डॉ॰ सी॰ पी॰ जोशी,Indian National Congress,,,Rajasthan
360,Kota,Ijyaraj Singh,इज्याराज सिंह,Indian National Congress,,,Rajasthan
361,Jhalawar–Baran,Dushyant Singh,दुष्यंत सिंह,Bharatiya Janata Party,,,Rajasthan
362,Sikkim,Prem Das Rai," 	प्रेम दास राई",Sikkim Democratic Front,,,Sikkiim
363,Thiruvallur,P. Venugopal,पी॰ वेणुगोपाल,All India Anna Dravida Munnetra Kazhagam,,,Tamil Nadu
364,Chennai North,T. K. S. Elangovan,टी के एस इलेंगोविन,Dravida Munnetra Kazhagam,,,Tamil Nadu
365,Chennai South,C. Rajendran,सी राजेन्द्रन,All India Anna Dravida Munnetra Kazhagam,,,Tamil Nadu
366,Chennai Central,Dayanidhi Maran,दयानिधि मारन,Dravida Munnetra Kazhagam,,,Tamil Nadu
367,Sriperumbudur,T. R. Baalu,टी आर बालू,Dravida Munnetra Kazhagam,,,Tamil Nadu
368,Kancheepuram,P. Viswanathan,पी विश्वनाथन,Indian National Congress,,,Tamil Nadu
369,Arakkonamvilu,S. Jagathrakshakan,जगतरक्षकन,Dravida Munnetra Kazhagam,,,Tamil Nadu
370,Vellore,Abdul Rahman,अब्दुल रहमान,Dravida Munnetra Kazhagam,,,Tamil Nadu
371,Krishnagiri,E. G. Sugavanam,ई जी सुगावनम,Dravida Munnetra Kazhagam,,,Tamil Nadu
372,Dharmapuri,R. Thamaraiselvan,आर थमराइसेल्वन,Dravida Munnetra Kazhagam,,,Tamil Nadu
373,Tiruvannamalai,D. Venugopal,डी वेणुगोपाल,Dravida Munnetra Kazhagam,,,Tamil Nadu
374,Arani,M. Krishnasamy,एम कृष्णासामी,Indian National Congress,,,Tamil Nadu
375,Viluppuram,M. Anandan,एम अदनान,All India Anna Dravida Munnetra Kazhagam,,,Tamil Nadu
376,Kallakurichi,Adhi Sankar,शंकर अधि,Dravida Munnetra Kazhagam,,,Tamil Nadu
377,Salem,S. Semmalai,एस सेम्मलाई,All India Anna Dravida Munnetra Kazhagam,,,Tamil Nadu
378,Namakkal,S. Gandhiselvan,एस गांधीसेल्वन,Dravida Munnetra Kazhagam,,,Tamil Nadu
379,Erode,A. Ganeshamurthi,ए एम गणेशमूर्ति,Marumalarchi Dravida Munnetra Kazhagam,,,Tamil Nadu
380,Tiruppur,C. Sivasami,सी शिवासामी,All India Anna Dravida Munnetra Kazhagam,,,Tamil Nadu
381,Nilgiris,A. Raja,ए राजा,Dravida Munnetra Kazhagam,,,Tamil Nadu
382,Coimbatore,P. R. Natarajan,पी आर नटराजन,Communist Party of India,,,Tamil Nadu
383,Pollachi,K. Sugumar,के सुगुमार,All India Anna Dravida Munnetra Kazhagam,,,Tamil Nadu
384,Dindigul,N. S. V. Chitthan,एन एस वी चित्तन,Indian National Congress,,,Tamil Nadu
385,Karur,M. Thambidurai,एम थम्बिदुरई,All India Anna Dravida Munnetra Kazhagam,,,Tamil Nadu
386,Tiruchirappalli,P. Kumar,पी॰ कुमार,All India Anna Dravida Munnetra Kazhagam,,,Tamil Nadu
387,Perambalur,D. Napoleon,डी नेपोलियन,Dravida Munnetra Kazhagam,,,Tamil Nadu
388,Cuddalore,S. Alagiri,एस अलागिरी,Indian National Congress,,,Tamil Nadu
389,Chidambaram,Thol. Thirumavalavan,थोल तिरुमावलवन,Viduthalai Chiruthaigal Katchi,,,Tamil Nadu
390,Mayiladuthurai,O. S. Manian,ओ एस मणियन,All India Anna Dravida Munnetra Kazhagam,,,Tamil Nadu
391,Nagapattinam,A. K. S. Vijayan,ए के एस विजयन,Dravida Munnetra Kazhagam,,,Tamil Nadu
392,Thanjavur,S. S. Palanimanickam,एस एस पलानिमकन,Dravida Munnetra Kazhagam,,,Tamil Nadu
393,Sivaganga,P. Chidambaram,पी चिदंबरम,Indian National Congress,,,Tamil Nadu
394,Madurai,M. K. Alagiri,एम के अलागिरी,Dravida Munnetra Kazhagam,,,Tamil Nadu
395,Theni,J. M. Aaroon Rashid,जे एम थारोन राशिद,Indian National Congress,,,Tamil Nadu
396,Virudhunagar,Manickam Tagore,मनिका टैगोर,Indian National Congress,,,Tamil Nadu
397,Ramanathapuram,J. K. Rithesh,शिवकुमार उर्फ जे के रितेश के,Dravida Munnetra Kazhagam,,,Tamil Nadu
398,Thoothukkudi,S. R. Jeyadurai,एस आर जयादुरई,Dravida Munnetra Kazhagam,,,Tamil Nadu
399,Tenkasi,P. Lingam,पी लिंगम,Communist Party of India,,,Tamil Nadu
400,Tirunelveli,S. S. Ramasubbu,एस रामासुब्बू,Indian National Congress,,,Tamil Nadu
401,Kanniyakumari,J. Helen Davidson,जे हेलन डेविडसन,Dravida Munnetra Kazhagam,,,Tamil Nadu
402,Tripura West,Khagen Das,खगेन दास,Communist Party of India,,,Tripura
403,Tripura East,Baju Ban Riyan,बाजू बन रियान,Communist Party of India,,,Tripura
404,Saharanpur,Jagdish Singh Rana,जगदीश सिंह राणा,Bahujan Samaj Party,,,Uttar Pradesh
405,Kairana,Begum Tabassum Hasan,तब्बसुम बेगम,Bahujan Samaj Party,,,Uttar Pradesh
406,Muzaffarnagar,Kadir Rana,कादिर राणा,Bahujan Samaj Party,,,Uttar Pradesh
407,Bijnor,Sanjay Singh Chauhan,संजय सिंह चौहान,Rashtriya Lok Dal,,,Uttar Pradesh
408,Nagina,Yashvir Singh,यशवीर सिंह,Samajwadi Party,,,Uttar Pradesh
409,Moradabad,Mohammad Azharuddin,मोहम्मद अजहरुद्दीन,Indian National Congress,,,Uttar Pradesh
410,Rampur,Jaya Prada Nahata,जया प्रदा नहाता,Samajwadi Party,,,Uttar Pradesh
411,Sambhal,Shafiqur Rahman Barq,शफीकुर रहमान बर्क,Bahujan Samaj Party,,,Uttar Pradesh
412,Amroha,Devendra Nagpal,देवेन्द्र नागपाल,Rashtriya Lok Dal,,,Uttar Pradesh
413,Meerut,Rajendra Agrawal,राजेन्द्र अग्रवाल,Bharatiya Janata Party,,,Uttar Pradesh
414,Baghpat,Ajit Singh,अजित सिंह,Rashtriya Lok Dal,,,Uttar Pradesh
415,Ghaziabad,Rajnath Singh,राजनाथ सिंह,Bharatiya Janata Party,,,Uttar Pradesh
416,Gautam Buddh Nagar,Surendra Singh Nagar,सुरेन्द्र सिंह नागर,Bahujan Samaj Party,,,Uttar Pradesh
417,Bulandshahr,Kamlesh Balmiki,कमलेश,Samajwadi Party,,,Uttar Pradesh
418,Aligarh,Raj Kumari Chauhan,राजकुमारी चौहान,Bahujan Samaj Party,,,Uttar Pradesh
419,Hathras,Sarika Singh,सारिका सिंह,Rashtriya Lok Dal,,,Uttar Pradesh
420,Mathura,Jayant Chaudhary,जयंत चौधरी,Rashtriya Lok Dal,,,Uttar Pradesh
421,Agra,Ram Shankar Katheria,रामशंकर कठेरिया,Bharatiya Janata Party,,,Uttar Pradesh
422,Fatehpur Sikri,Seema Upadhyay,सीमा उपाध्याय,Bahujan Samaj Party,,,Uttar Pradesh
423.1,Firozabad,Akhilesh Yadav,अखिलेश यादव,Samajwadi Party,,,Uttar Pradesh
423.2,Firozabad,Raj Babbar,राज बब्बर,Indian National Congress,,,Uttar Pradesh
424,Mainpuri,Mulayam Singh Yadav,मुलायम सिंह यादव,Samajwadi Party,,,Uttar Pradesh
425,Etah,Kalyan Singh,कल्याण सिंह,Jan Kranti Party,,,Uttar Pradesh
426,Badaun,Dharmendra Yadav,धर्मेन्द्र यादव,Samajwadi Party,,,Uttar Pradesh
427,Aonla,Maneka Gandhi,मेनका गांधी,Bharatiya Janata Party,,,Uttar Pradesh
428,Bareilly,Praveen Singh Aron,प्रवीण सिंह एरोन,Indian National Congress,,,Uttar Pradesh
429,Pilibhit,Varun Gandhi,वरुण गांधी,Bharatiya Janata Party,,,Uttar Pradesh
430,Shahjahanpur,Mithlesh Kumar,मिथिलेश,Samajwadi Party,,,Uttar Pradesh
431,Kheri,Zafar Ali Naqvi,जफ़र अली नकवी,Indian National Congress,,,Uttar Pradesh
432,Dhaurahra,Jitin Prasada,जितिन प्रसाद,Indian National Congress,,,Uttar Pradesh
433,Sitapur,Kaisar Jahan,कैसर जहां,Bahujan Samaj Party,,,Uttar Pradesh
434,Hardoi,Usha Verma,उषा वर्मा,Samajwadi Party,,,Uttar Pradesh
435,Misrikh,Ashok Kumar Rawat,अशोक कुमार रावत,Bahujan Samaj Party,,,Uttar Pradesh
436,Unnao,Annu Tandon,अन्नू टंडन,Indian National Congress,,,Uttar Pradesh
437,Mohanlalganj,Sushila Saroj,सुशीला सरोज,Samajwadi Party,,,Uttar Pradesh
438,Lucknow,Lalji Tandon,लाल जी टंडन,Bharatiya Janata Party,,,Uttar Pradesh
439,Rae Bareli,Sonia Gandhi,सोनिया गांधी,Indian National Congress,,,Uttar Pradesh
440,Amethi,Rahul Gandhi,राहुल गांधी,Indian National Congress,,,Uttar Pradesh
441,Sultanpur,Sanjaya Sinh,संजय सिंह,Indian National Congress,,,Uttar Pradesh
442,Pratapgarh,Ratna Singh,रत्ना सिंह,Indian National Congress,,,Uttar Pradesh
443,Farrukhabad,Salman Khurshid,सलमान खुर्शीद,Indian National Congress,,,Uttar Pradesh
444,Etawah,Premdas Katheria,प्रेमदास,Samajwadi Party,,,Uttar Pradesh
445.1,Kannauj,Akhilesh Yadav,अखिलेश यादव,Samajwadi Party,,,Uttar Pradesh
445.2,Kannauj,Dimple Yadav,डिम्पल यादव,Samajwadi Party,,,Uttar Pradesh
446,Kanpur,Sriprakash Jaiswal,श्रीप्रकाश जयसवाल,Indian National Congress,,,Uttar Pradesh
447,Akbarpur,Raja Ram Pal,राजाराम पाल,Indian National Congress,,,Uttar Pradesh
448,Jalaun,Ghanshyam Anuragi,घनश्याम अनुरागी,Samajwadi Party,,,Uttar Pradesh
449,Jhansi,Pradeep Jain Aditya,प्रदीप कुमार जैन,Indian National Congress,,,Uttar Pradesh
450,Hamirpur,Vijay Bahadur Singh,विजय बहादुर सिंह,Bahujan Samaj Party,,,Uttar Pradesh
451,Banda,R. K. Singh Patel,आर के सिंह पटेल,Samajwadi Party,,,Uttar Pradesh
452,Fatehpur,Rakesh Sachan,राकेश सचान,Samajwadi Party,,,Uttar Pradesh
453,Kaushambi,Shailendra Kumar,शैलेन्द्र कुमार,Samajwadi Party,,,Uttar Pradesh
454,Phulpur,Kapil Muni Karwariya,कपिल मुनि करवरिया,Bahujan Samaj Party,,,Uttar Pradesh
455,Allahabad,Rewati Raman Singh,रेवती रमण सिंह,Samajwadi Party,,,Uttar Pradesh
456,Barabanki,P. L. Punia,पी एल पुनिया,Indian National Congress,,,Uttar Pradesh
457,Faizabad,Nirmal Khatri,निर्मल खत्री,Indian National Congress,,,Uttar Pradesh
458,Ambedkar Nagar,Rakesh Pandey,राकेश पाण्डेय,Bahujan Samaj Party,,,Uttar Pradesh
459,Bahraich,Kamal Kishor,कमल किशोर,Indian National Congress,,,Uttar Pradesh
460,Kaiserganj,Brij Bhushan Sharan Singh,ब्रिजभूषण शरण सिंह,Samajwadi Party,,,Uttar Pradesh
461,Shrawasti,Vinay Kumar Pandey,विनय कुमार,Indian National Congress,,,Uttar Pradesh
462,Gonda,Beni Prasad Verma,बेनी प्रसाद वर्मा,Indian National Congress,,,Uttar Pradesh
463,Domariyaganj,Jagdambika Pal,जगदम्बिका पाल,Indian National Congress,,,Uttar Pradesh
464,Basti,Arvind Kumar Chaudhary,अरविन्द कुमार चौधरी,Bahujan Samaj Party,,,Uttar Pradesh
465,Sant Kabir Nagar,Bhishma Shankar Tiwari,भीष्म शंकर उर्फ कुशल तिवारी,Bahujan Samaj Party,,,Uttar Pradesh
466,Maharajganj,Harsh Vardhan,हर्ष वर्धन,Indian National Congress,,,Uttar Pradesh
467,Gorakhpur,Yogi Adityanath,योगी आदित्यनाथ,Bharatiya Janata Party,,,Uttar Pradesh
468,Kushi Nagar,Ratanjit Pratap Narain Singh,आर पी एन सिंह,Indian National Congress,,,Uttar Pradesh
469,Deoria,Gorakh Prasad Jaiswal,गोरख प्रसाद जयसवाल,Bahujan Samaj Party,,,Uttar Pradesh
470,Bansgaon,Kamlesh Paswan,कमलेश पासवान,Bharatiya Janata Party,,,Uttar Pradesh
471,Lalganj,Bali Ram,बलिराम,Bahujan Samaj Party,,,Uttar Pradesh
472,Azamgarh,Ramakant Yadav,रमाकांत यादव,Bharatiya Janata Party,,,Uttar Pradesh
473,Ghosi,Dara Singh Chauhan,दारा सिंह चौहान,Bahujan Samaj Party,,,Uttar Pradesh
474,Salempur,Ramashankar Rajbhar,रामशंकर राजभर,Bahujan Samaj Party,,,Uttar Pradesh
475,Ballia,Neeraj Shekhar,नीरज शेखर,Samajwadi Party,,,Uttar Pradesh
476,Jaunpur,Dhananjay Singh,धनंजय सिंह,Bahujan Samaj Party,,,Uttar Pradesh
477,Machhlishahr,Tufani Saroj,तूफानी सरोज,Samajwadi Party,,,Uttar Pradesh
478,Ghazipur,Radhe Mohan Singh,राधे मोहन सिंह,Samajwadi Party,,,Uttar Pradesh
479,Chandauli,Ramkishun,रामकिशुन,Samajwadi Party,,,Uttar Pradesh
480,Varanasi,Murli Manohar Joshi,मुरली मनोहर जोशी,Bharatiya Janata Party,,,Uttar Pradesh
481,Bhadohi,Gorakh Nath Pandey,गोरखनाथ,Bahujan Samaj Party,,,Uttar Pradesh
482,Mirzapur,Bal Kumar Patel,बाल कुमार पटेल,Samajwadi Party,,,Uttar Pradesh
483,Robertsganj,Pakaudi Lal Kol,पकौड़ी लाल,Samajwadi Party,,,Uttar Pradesh
484.1,Tehri Garhwal,Vijay Bahuguna,विजय बहुगुणा,Indian National Congress,,,Uttarakhand
484.2,Tehri Garhwal,Mala Rajya Laxmi Shah,राज लक्ष्मी,Bharatiya Janata Party,,,Uttarakhand
485,Garhwal,Satpal Maharaj,सतपाल महाराज,Indian National Congress,,,Uttarakhand
486,Almora,Pradeep Tamta,प्रदीप टम्टा,Indian National Congress,,,Uttarakhand
487,Nainital–Udhamsingh Nagar,Karan Chand Singh Baba,के. सी. सिंह बाबा,Indian National Congress,,,Uttarakhand
488,Haridwar,Harish Rawat,हरीश रावत,Indian National Congress,,,Uttarakhand
489,Cooch Behar,Nripendra Nath Roy,नृपेन्द्र नाथ रॉय,All India Forward Bloc,,,West Bengal
490,Alipurduars,Manohar Tirkey,मनोहर टिर्की,Revolutionary Socialist Party (India),,,West Bengal
491,Jalpaiguri,Mahendra Kumar Roy,महेंद्र कुमार रॉय,Communist Party of India (Marxist),,,West Bengal
492,Darjeeling,Jaswant Singh,जसवंत सिंह,Bharatiya Janata Party,,,West Bengal
493,Raiganj,Deepa Dasmunsi,दीपा दासमुंशी,Indian National Congress,,,West Bengal
494,Balurghat,Prasanta Kumar Majumdar,प्रशांत कुमार मजुमदार,Revolutionary Socialist Party (India),,,West Bengal
495,Maldaha Uttar,Mausam Noor,मौसम नूर,Indian National Congress,,,West Bengal
496,Maldaha Dakshin,Abu Hasem Khan Choudhury,अबू हसेम खान चौधरी,Indian National Congress,,,West Bengal
497.1,Jangipur,Pranab Mukherjee,ममता बनर्जी,Indian National Congress,,,West Bengal
497.2,Jangipur,Abhijit Mukherjee,अभिजीत मुखर्जी,Indian National Congress,,,West Bengal
498,Baharampur,Adhir Ranjan Chowdhury,अधीर रंजन चौधरी,Indian National Congress,,,West Bengal
499,Murshidabad,Abdul Mannan Hossain,अब्दुल मन्नान हुसैन,Indian National Congress,,,West Bengal
500,Krishnanagar,Tapas Paul,तापस पाल,Trinamool Congress,,,West Bengal
501,Ranaghat,Sucharu Ranjan Haldar,सुचारू रंजन हल्दर,Trinamool Congress,,,West Bengal
502,Bangaon,Gobinda Chandra Naskar,गोविन्द्र चन्द्र नस्कर,Trinamool Congress,,,West Bengal
503,Barrackpore,Dinesh Trivedi,दिनेश त्रिवेदी,Trinamool Congress,,,West Bengal
504,Dum Dum,Saugata Roy,सौगत रॉय,Trinamool Congress,,,West Bengal
505,Barasat,Kakali Ghosh Dastidar,कल्कली घोष,Trinamool Congress,,,West Bengal
506,Basirhat,Haji Nurul Islam,नुरुल इस्लाम,Trinamool Congress,,,West Bengal
507,Jaynagar,Tarun Mondal,तरुण मंडल,Socialist Unity Centre of India (Communist),,,West Bengal
508,Mathurapur,Choudhury Mohan Jatua,चौधरी मोहन जटुया,Trinamool Congress,,,West Bengal
509,Diamond Harbour,Somen Mitra,सोमेन्द्र नाथ मित्रा,Trinamool Congress,,,West Bengal
510,Jadavpur,Kabir Suman,कबीर सुमन,Trinamool Congress,,,West Bengal
511.1,Kolkata Dakshin,Mamata Banerjee,ममता बनर्जी,Trinamool Congress,,,West Bengal
511.2,Kolkata Dakshin,Subrata Bakshi,सुब्रत बक्शी,Trinamool Congress,,,West Bengal
512,Kolkata Uttar,Sudip Bandyopadhyay,सुदीप बंदोपाध्याय,Trinamool Congress,,,West Bengal
